in_degree,out_degree,total_degree,CredCount
108,0,108,0
0,425,425,62
335,0,335,0
0,76,76,0
5,0,5,0
0,10,10,50
141,0,141,0
0,42,42,1
19,0,19,0
265,0,265,0
0,414,414,67
0,135,135,19
287,0,287,0
60,0,60,0
0,94,94,6
1,0,1,0
0,12,12,2
13,0,13,0
15,0,15,0
0,23,23,17
39,0,39,0
76,0,76,0
0,342,342,15
30,0,30,0
13,0,13,0
0,48,48,4
0,569,569,2
165,0,165,0
779,0,779,0
0,8,8,39
3,0,3,0
158,0,158,0
0,780,780,3
115,0,115,0
0,44,44,24
442,0,442,0
0,424,424,45
357,0,357,0
0,21,21,18
396,0,396,0
0,49,49,46
397,0,397,0
0,2,2,39
75,0,75,0
102,0,102,0
0,20,20,10
38,0,38,0
0,93,93,21
44,0,44,0
0,185,185,85
128,0,128,0
0,298,298,77
292,0,292,0
0,3382,3382,7
2864,0,2864,0
0,19,19,0
5,0,5,0
4,0,4,0
0,18,18,5
5,0,5,0
0,361,361,6
5,0,5,0
0,214,214,3
185,0,185,0
0,4,4,21
6,0,6,0
0,250,250,12
190,0,190,0
0,64,64,12
10,0,10,0
27,0,27,0
0,141,141,1
162,0,162,0
0,52,52,3
9,0,9,0
139,0,139,0
0,408,408,23
191,0,191,0
0,12,12,2
183,0,183,0
0,1399,1399,112
1320,0,1320,0
0,557,557,6
577,0,577,0
0,113,113,23
368,0,368,0
0,395,395,27
46,0,46,0
0,416,416,5
26,0,26,0
0,68,68,4
0,126,126,1
106,0,106,0
59,0,59,0
253,0,253,0
0,49,49,10
2,0,2,0
0,91,91,43
172,0,172,0
83,0,83,0
0,127,127,26
78,0,78,0
0,63,63,33
81,0,81,0
0,1201,1201,39
1504,0,1504,0
0,202,202,4
498,0,498,0
0,3,3,24
1,0,1,0
0,15,15,2
0,18,18,1
372,0,372,0
6,0,6,0
0,918,918,183
2,0,2,0
0,326,326,88
34,0,34,0
0,112,112,15
111,0,111,0
1,0,1,0
3,0,3,0
0,81,81,1
78,0,78,0
0,438,438,26
12,0,12,0
0,6,6,3
144,0,144,0
0,2,2,77
9,0,9,0
0,96,96,19
71,0,71,0
0,1,1,3
3,0,3,0
0,169,169,44
443,0,443,0
0,86,86,5
7,0,7,0
0,77,77,4
695,0,695,0
0,2,2,10
1,0,1,0
0,578,578,50
258,0,258,0
0,59,59,54
129,0,129,0
0,223,223,30
12,0,12,0
0,96,96,18
543,0,543,0
0,60,60,27
68,0,68,0
0,275,275,88
10,0,10,0
79,0,79,0
0,415,415,98
2,0,2,0
0,256,256,29
9,0,9,0
0,316,316,5
311,0,311,0
0,161,161,24
277,0,277,0
0,3,3,6
2456,0,2456,0
2,0,2,0
0,212,212,21
159,0,159,0
37,0,37,0
0,154,154,14
42,0,42,0
0,14,14,12
22,0,22,0
0,185,185,79
161,0,161,0
0,4,4,13
1,0,1,0
0,162,162,12
302,0,302,0
0,237,237,41
3,0,3,0
13,0,13,0
11,0,11,0
0,68,68,30
87,0,87,0
64,0,64,0
0,519,519,50
283,0,283,0
0,38,38,17
211,0,211,0
3,0,3,0
0,51,51,35
7,0,7,0
0,39,39,34
91,0,91,0
69,0,69,0
0,43,43,19
488,0,488,0
0,119,119,27
36,0,36,0
0,13,13,65
15,0,15,0
0,223,223,55
43,0,43,0
0,43,43,4
103,0,103,0
0,143,143,6
7,0,7,0
63,0,63,0
0,207,207,10
6,0,6,0
0,1,1,7
0,288,288,106
16,0,16,0
2,0,2,0
0,124,124,33
107,0,107,0
0,19,19,3
1,0,1,0
412,0,412,0
0,43,43,5
13,0,13,0
78,0,78,0
0,199,199,32
158,0,158,0
0,165,165,44
64,0,64,0
0,55,55,21
456,0,456,0
0,154,154,21
65,0,65,0
704,0,704,0
0,1745,1745,27
783,0,783,0
0,101,101,44
43,0,43,0
0,387,387,18
268,0,268,0
0,126,126,17
500,0,500,0
0,482,482,7
55,0,55,0
27,0,27,0
0,148,148,70
1,0,1,0
0,236,236,6
284,0,284,0
1,0,1,0
0,107,107,72
0,70,70,6
629,0,629,0
0,22,22,77
138,0,138,0
0,84,84,7
291,0,291,0
0,706,706,93
296,0,296,0
0,602,602,23
250,0,250,0
0,489,489,8
267,0,267,0
0,46,46,3
40,0,40,0
87,0,87,0
0,157,157,4
73,0,73,0
0,91,91,32
43,0,43,0
0,403,403,16
121,0,121,0
0,607,607,1
934,0,934,0
0,3,3,6
29,0,29,0
0,267,267,32
226,0,226,0
0,550,550,56
54,0,54,0
0,520,520,1
481,0,481,0
0,104,104,30
75,0,75,0
0,27,27,4
1,0,1,0
0,33,33,38
12,0,12,0
0,1416,1416,356
51,0,51,0
0,883,883,73
288,0,288,0
0,264,264,6
4,0,4,0
0,849,849,87
690,0,690,0
0,97,97,80
85,0,85,0
0,132,132,19
7,0,7,0
6,0,6,0
44,0,44,0
0,263,263,54
258,0,258,0
0,403,403,27
1300,0,1300,0
0,16,16,2
12,0,12,0
538,0,538,0
0,393,393,43
364,0,364,0
1715,0,1715,0
1,0,1,0
10,0,10,0
0,133,133,20
26,0,26,0
169,0,169,0
11,0,11,0
0,845,845,28
0,119,119,70
1374,0,1374,0
0,58,58,20
0,878,878,32
633,0,633,0
0,265,265,15
207,0,207,0
0,40,40,13
513,0,513,0
0,20,20,41
330,0,330,0
62,0,62,0
12,0,12,0
0,15,15,20
157,0,157,0
0,163,163,20
1207,0,1207,0
0,1051,1051,196
779,0,779,0
0,200,200,4
215,0,215,0
0,31,31,15
50,0,50,0
0,9,9,11
302,0,302,0
0,174,174,53
111,0,111,0
0,143,143,89
2,0,2,0
0,85,85,6
4,0,4,0
34,0,34,0
44,0,44,0
0,356,356,30
1,0,1,0
0,634,634,18
640,0,640,0
547,0,547,0
1,0,1,0
2,0,2,0
0,10,10,16
66,0,66,0
0,88,88,80
1,0,1,0
2,0,2,0
36,0,36,0
0,119,119,9
0,118,118,13
0,251,251,4
2,0,2,0
0,6,6,4
141,0,141,0
0,114,114,10
79,0,79,0
166,0,166,0
0,101,101,19
135,0,135,0
0,652,652,126
1293,0,1293,0
14,0,14,0
0,182,182,219
1,0,1,0
12,0,12,0
0,90,90,2
268,0,268,0
0,5,5,4
888,0,888,0
94,0,94,0
19,0,19,0
0,34,34,66
51,0,51,0
0,901,901,6
455,0,455,0
0,160,160,12
89,0,89,0
0,176,176,56
153,0,153,0
0,362,362,19
308,0,308,0
0,55,55,34
253,0,253,0
0,1789,1789,13
441,0,441,0
6,0,6,0
0,31,31,25
69,0,69,0
0,39,39,60
11,0,11,0
0,433,433,12
997,0,997,0
0,328,328,64
1,0,1,0
0,60,60,10
53,0,53,0
0,203,203,7
1,0,1,0
0,67,67,9
73,0,73,0
0,93,93,1
9,0,9,0
0,1777,1777,230
1627,0,1627,0
720,0,720,0
0,84,84,3
74,0,74,0
46,0,46,0
0,1,1,6
0,265,265,27
230,0,230,0
0,119,119,8
259,0,259,0
0,936,936,2
1103,0,1103,0
0,25,25,5
19,0,19,0
0,74,74,5
63,0,63,0
217,0,217,0
37,0,37,0
0,128,128,12
34,0,34,0
4,0,4,0
0,62,62,3
87,0,87,0
5,0,5,0
0,258,258,197
396,0,396,0
0,385,385,29
832,0,832,0
0,203,203,17
9,0,9,0
0,200,200,6
0,8,8,11
116,0,116,0
11,0,11,0
0,774,774,29
0,166,166,50
1,0,1,0
798,0,798,0
0,226,226,45
30,0,30,0
0,89,89,60
0,490,490,11
439,0,439,0
16,0,16,0
0,1,1,8
0,21,21,30
3,0,3,0
0,158,158,10
116,0,116,0
0,365,365,115
10,0,10,0
120,0,120,0
0,538,538,383
8,0,8,0
0,573,573,18
561,0,561,0
356,0,356,0
0,51,51,0
38,0,38,0
0,84,84,20
0,351,351,37
64,0,64,0
242,0,242,0
305,0,305,0
0,1219,1219,64
298,0,298,0
0,24,24,3
6,0,6,0
0,82,82,43
155,0,155,0
0,390,390,13
569,0,569,0
0,605,605,72
174,0,174,0
0,646,646,21
241,0,241,0
82,0,82,0
0,8,8,11
17,0,17,0
0,120,120,8
134,0,134,0
0,474,474,33
385,0,385,0
0,137,137,24
0,50,50,46
158,0,158,0
1,0,1,0
0,230,230,10
256,0,256,0
0,36,36,32
104,0,104,0
0,98,98,19
0,178,178,100
682,0,682,0
0,556,556,24
112,0,112,0
102,0,102,0
4,0,4,0
0,2,2,54
42,0,42,0
0,56,56,8
12,0,12,0
0,15,15,0
332,0,332,0
0,69,69,0
3,0,3,0
2,0,2,0
37,0,37,0
51,0,51,0
0,887,887,39
0,283,283,15
967,0,967,0
79,0,79,0
0,299,299,15
251,0,251,0
0,146,146,16
503,0,503,0
0,2545,2545,11
703,0,703,0
41,0,41,0
0,154,154,6
149,0,149,0
0,1456,1456,100
1647,0,1647,0
0,170,170,9
1105,0,1105,0
0,182,182,19
180,0,180,0
0,422,422,31
394,0,394,0
0,128,128,63
0,683,683,28
186,0,186,0
190,0,190,0
0,71,71,22
72,0,72,0
0,132,132,16
1,0,1,0
0,339,339,16
257,0,257,0
22,0,22,0
0,466,466,18
422,0,422,0
126,0,126,0
0,215,215,70
0,65,65,8
236,0,236,0
0,188,188,35
27,0,27,0
1,0,1,0
0,162,162,29
84,0,84,0
0,11,11,4
220,0,220,0
0,29,29,20
134,0,134,0
0,65,65,13
14,0,14,0
0,673,673,40
209,0,209,0
0,436,436,38
5,0,5,0
0,13,13,10
5,0,5,0
0,1154,1154,33
877,0,877,0
5,0,5,0
0,596,596,71
1166,0,1166,0
0,371,371,6
0,917,917,56
369,0,369,0
0,189,189,40
16,0,16,0
0,194,194,40
194,0,194,0
1019,0,1019,0
96,0,96,0
89,0,89,0
233,0,233,0
0,331,331,8
0,113,113,31
183,0,183,0
0,7,7,2
124,0,124,0
0,274,274,24
78,0,78,0
0,475,475,15
332,0,332,0
76,0,76,0
0,267,267,42
242,0,242,0
0,65,65,10
8,0,8,0
0,522,522,84
88,0,88,0
0,205,205,13
26,0,26,0
0,445,445,12
7,0,7,0
0,512,512,29
165,0,165,0
0,232,232,50
72,0,72,0
0,363,363,231
116,0,116,0
52,0,52,0
2,0,2,0
0,15,15,5
0,339,339,17
504,0,504,0
15,0,15,0
1,0,1,0
0,26,26,159
4,0,4,0
0,286,286,7
402,0,402,0
0,59,59,16
0,2,2,79
20,0,20,0
12,0,12,0
0,981,981,12
434,0,434,0
28,0,28,0
0,46,46,7
27,0,27,0
163,0,163,0
0,2518,2518,188
0,661,661,3
321,0,321,0
3,0,3,0
0,4363,4363,85
3866,0,3866,0
0,53,53,16
19,0,19,0
0,1130,1130,7
1080,0,1080,0
0,45,45,42
370,0,370,0
0,15,15,11
5,0,5,0
0,137,137,33
10,0,10,0
0,64,64,12
2,0,2,0
0,403,403,5
362,0,362,0
0,157,157,4
12,0,12,0
75,0,75,0
0,967,967,55
927,0,927,0
0,51,51,1
28,0,28,0
0,4,4,2
30,0,30,0
0,1044,1044,36
183,0,183,0
0,30,30,21
32,0,32,0
0,16,16,8
18,0,18,0
0,19,19,71
59,0,59,0
0,559,559,62
273,0,273,0
0,368,368,2
305,0,305,0
0,244,244,42
26,0,26,0
0,80,80,10
182,0,182,0
0,49,49,47
34,0,34,0
0,335,335,4
137,0,137,0
91,0,91,0
0,1601,1601,66
1150,0,1150,0
0,503,503,43
578,0,578,0
6,0,6,0
0,285,285,9
172,0,172,0
0,899,899,35
957,0,957,0
23,0,23,0
0,228,228,28
78,0,78,0
0,230,230,18
0,322,322,23
2,0,2,0
0,33,33,21
46,0,46,0
0,398,398,23
151,0,151,0
0,1,1,2
124,0,124,0
0,50,50,2
4,0,4,0
0,237,237,53
634,0,634,0
0,748,748,63
810,0,810,0
0,153,153,1
25,0,25,0
128,0,128,0
28,0,28,0
0,687,687,32
456,0,456,0
0,123,123,60
456,0,456,0
3,0,3,0
0,563,563,52
634,0,634,0
0,8,8,81
38,0,38,0
0,47,47,65
1,0,1,0
0,228,228,22
153,0,153,0
27,0,27,0
0,196,196,28
0,429,429,54
435,0,435,0
289,0,289,0
0,409,409,0
258,0,258,0
0,251,251,17
0,298,298,72
161,0,161,0
93,0,93,0
0,176,176,4
29,0,29,0
78,0,78,0
0,1500,1500,96
0,2,2,3
570,0,570,0
0,372,372,73
369,0,369,0
0,46,46,8
37,0,37,0
0,108,108,43
92,0,92,0
0,2,2,42
153,0,153,0
0,221,221,7
190,0,190,0
88,0,88,0
0,180,180,39
199,0,199,0
1003,0,1003,0
0,10,10,8
8,0,8,0
0,10,10,15
7,0,7,0
0,706,706,5
0,1406,1406,53
24,0,24,0
0,154,154,54
41,0,41,0
0,23,23,19
6,0,6,0
0,161,161,0
63,0,63,0
0,186,186,0
168,0,168,0
0,576,576,17
512,0,512,0
0,524,524,48
2,0,2,0
1,4087,4088,59
3959,0,3959,0
0,668,668,81
152,0,152,0
0,8,8,14
294,0,294,0
0,18,18,7
15,0,15,0
0,67,67,28
208,0,208,0
0,107,107,4
440,0,440,0
0,279,279,27
123,0,123,0
36,0,36,0
0,651,651,8
0,147,147,5
0,521,521,63
504,0,504,0
0,28,28,1
1006,0,1006,0
0,255,255,44
189,0,189,0
2,0,2,0
0,508,508,34
175,0,175,0
0,343,343,21
18,0,18,0
0,155,155,17
185,0,185,0
0,251,251,34
127,0,127,0
0,217,217,0
130,0,130,0
1016,0,1016,0
0,38,38,0
172,0,172,0
0,634,634,260
750,0,750,0
48,0,48,0
0,239,239,13
182,0,182,0
0,24,24,160
10,0,10,0
0,52,52,3
127,0,127,0
0,41,41,3
11,0,11,0
0,19,19,2
76,0,76,0
0,91,91,5
181,0,181,0
0,26,26,56
29,0,29,0
0,94,94,7
83,0,83,0
0,404,404,17
632,0,632,0
50,0,50,0
0,347,347,18
857,0,857,0
0,11,11,24
9,0,9,0
0,73,73,58
16,0,16,0
0,4,4,4
69,0,69,0
0,376,376,30
81,0,81,0
0,268,268,14
237,0,237,0
0,223,223,20
104,0,104,0
0,139,139,164
231,0,231,0
0,302,302,31
2,0,2,0
28,0,28,0
0,7,7,75
2,0,2,0
0,75,75,33
206,0,206,0
0,24,24,22
2,0,2,0
119,0,119,0
0,12,12,55
5,0,5,0
0,654,654,42
44,0,44,0
211,0,211,0
0,539,539,14
1048,0,1048,0
0,101,101,28
19,0,19,0
0,244,244,37
2,0,2,0
0,203,203,29
138,0,138,0
378,0,378,0
0,173,173,24
20,0,20,0
0,15,15,32
10,0,10,0
106,0,106,0
0,145,145,43
136,0,136,0
0,393,393,1
414,0,414,0
0,194,194,18
197,0,197,0
0,5,5,4
55,0,55,0
0,212,212,21
0,65,65,11
62,0,62,0
205,0,205,0
0,599,599,27
129,0,129,0
188,0,188,0
0,532,532,86
6,0,6,0
0,235,235,34
422,0,422,0
29,0,29,0
0,1139,1139,6
106,0,106,0
0,270,270,63
37,0,37,0
0,537,537,84
29,0,29,0
363,0,363,0
0,501,501,73
13,0,13,0
0,46,46,41
72,0,72,0
0,153,153,51
158,0,158,0
0,39,39,0
235,0,235,0
26,0,26,0
0,144,144,19
154,0,154,0
0,3,3,2
102,0,102,0
0,467,467,13
568,0,568,0
0,22,22,6
2,0,2,0
0,53,53,5
2,0,2,0
0,61,61,42
12,0,12,0
0,150,150,36
0,211,211,55
182,0,182,0
1179,0,1179,0
165,0,165,0
0,191,191,10
12,0,12,0
4,0,4,0
0,589,589,72
38,0,38,0
0,78,78,38
28,0,28,0
0,12,12,63
16,0,16,0
0,135,135,44
0,205,205,33
261,0,261,0
5,0,5,0
0,99,99,28
25,0,25,0
5,0,5,0
0,145,145,1
24,0,24,0
0,130,130,132
230,0,230,0
0,33,33,7
31,0,31,0
0,135,135,5
4,0,4,0
0,213,213,4
118,0,118,0
0,47,47,10
367,0,367,0
279,0,279,0
0,66,66,15
67,0,67,0
0,6,6,6
2,0,2,0
0,140,140,188
14,0,14,0
24,0,24,0
0,504,504,15
636,0,636,0
0,69,69,183
11,0,11,0
0,30,30,63
21,0,21,0
0,197,197,3
6,0,6,0
0,23,23,3
24,0,24,0
0,18,18,1
5,0,5,0
0,79,79,34
292,0,292,0
0,29,29,13
28,0,28,0
0,180,180,0
14,0,14,0
0,1618,1618,50
1594,0,1594,0
0,82,82,59
9,0,9,0
0,18,18,2
0,1443,1443,31
352,0,352,0
312,0,312,0
1,0,1,0
0,762,762,19
654,0,654,0
0,742,742,76
1,0,1,0
0,76,76,85
87,0,87,0
1226,0,1226,0
0,162,162,40
189,0,189,0
0,935,935,198
152,0,152,0
0,221,221,138
93,0,93,0
0,547,547,29
782,0,782,0
0,277,277,16
182,0,182,0
167,0,167,0
0,64,64,27
0,9,9,69
343,0,343,0
0,795,795,66
181,0,181,0
0,107,107,50
108,0,108,0
0,74,74,28
133,0,133,0
0,943,943,100
11,0,11,0
0,37,37,25
376,0,376,0
1,0,1,0
0,10,10,10
2,0,2,0
0,49,49,16
0,895,895,143
1,0,1,0
0,60,60,3
99,0,99,0
278,0,278,0
276,0,276,0
102,0,102,0
2,0,2,0
51,0,51,0
0,149,149,3
77,0,77,0
0,115,115,15
57,0,57,0
0,121,121,17
0,69,69,32
1,0,1,0
1,0,1,0
0,158,158,5
501,0,501,0
0,217,217,14
743,0,743,0
87,0,87,0
255,0,255,0
127,0,127,0
6,0,6,0
0,15,15,2
1,0,1,0
0,4,4,185
18,0,18,0
115,0,115,0
17,0,17,0
369,0,369,0
14,0,14,0
0,30,30,12
101,0,101,0
90,0,90,0
2,0,2,0
51,0,51,0
0,363,363,12
346,0,346,0
0,39,39,29
3,0,3,0
0,30,30,1
1,0,1,0
0,1171,1171,8
227,0,227,0
0,180,180,38
105,0,105,0
55,0,55,0
0,86,86,21
23,0,23,0
0,52,52,115
9,0,9,0
2,0,2,0
0,110,110,82
0,65,65,17
777,0,777,0
0,82,82,34
31,0,31,0
61,0,61,0
0,827,827,35
737,0,737,0
0,11,11,23
25,0,25,0
0,810,810,21
0,29,29,2
929,0,929,0
180,0,180,0
3,0,3,0
284,0,284,0
0,92,92,31
61,0,61,0
0,109,109,115
10,0,10,0
1078,0,1078,0
39,0,39,0
0,102,102,19
99,0,99,0
16,0,16,0
0,22,22,8
21,0,21,0
0,569,569,78
1,0,1,0
131,0,131,0
0,387,387,15
21,0,21,0
0,52,52,30
540,0,540,0
170,0,170,0
0,485,485,22
310,0,310,0
0,61,61,1
15,0,15,0
255,0,255,0
0,480,480,139
213,0,213,0
0,21,21,55
46,0,46,0
0,3634,3634,29
773,0,773,0
0,303,303,55
339,0,339,0
0,140,140,1
113,0,113,0
0,7,7,1
10,0,10,0
0,61,61,9
17,0,17,0
110,0,110,0
0,108,108,40
1,0,1,0
0,54,54,15
438,0,438,0
0,433,433,57
294,0,294,0
0,44,44,38
9,0,9,0
2,0,2,0
0,35,35,33
102,0,102,0
0,93,93,31
60,0,60,0
0,2,2,32
5,0,5,0
108,0,108,0
0,112,112,2
2,0,2,0
0,33,33,61
2,0,2,0
0,126,126,54
127,0,127,0
0,65,65,2
301,0,301,0
8,0,8,0
0,401,401,39
124,0,124,0
0,79,79,33
58,0,58,0
0,363,363,30
20,0,20,0
0,76,76,103
68,0,68,0
240,0,240,0
0,168,168,6
472,0,472,0
0,252,252,87
367,0,367,0
221,0,221,0
330,0,330,0
90,0,90,0
0,81,81,39
172,0,172,0
57,0,57,0
0,243,243,44
62,0,62,0
13,616,629,23
72,0,72,0
0,190,190,15
7,0,7,0
0,211,211,33
7,0,7,0
0,76,76,103
16,0,16,0
253,0,253,0
0,93,93,25
40,0,40,0
0,7,7,6
79,0,79,0
21,0,21,0
3,0,3,0
0,13,13,3
4,0,4,0
0,2,2,88
1,0,1,0
25,0,25,0
0,60,60,0
0,2537,2537,41
1836,0,1836,0
0,58,58,51
28,0,28,0
0,56,56,25
11,0,11,0
35,0,35,0
0,98,98,56
88,0,88,0
17,0,17,0
0,242,242,16
240,0,240,0
17,0,17,0
0,130,130,72
41,0,41,0
0,25,25,4
413,0,413,0
1,0,1,0
0,101,101,2
132,0,132,0
1,0,1,0
0,134,134,17
0,198,198,123
173,0,173,0
0,278,278,36
294,0,294,0
0,18,18,17
1,0,1,0
0,1,1,7
5,0,5,0
0,48,48,8
2,0,2,0
0,424,424,37
417,0,417,0
0,151,151,39
156,0,156,0
0,304,304,16
2346,0,2346,0
0,455,455,12
325,0,325,0
0,366,366,56
32,0,32,0
0,28,28,31
89,0,89,0
1,0,1,0
185,0,185,0
0,919,919,16
0,27,27,1
0,351,351,32
1420,0,1420,0
0,123,123,16
2,0,2,0
268,0,268,0
0,136,136,6
72,0,72,0
0,180,180,68
68,0,68,0
0,57,57,30
290,0,290,0
0,201,201,4
109,0,109,0
0,13,13,7
110,0,110,0
0,154,154,110
340,0,340,0
1,342,343,137
236,0,236,0
1,0,1,0
0,5,5,0
940,0,940,0
0,1391,1391,425
708,0,708,0
8,0,8,0
0,156,156,34
44,0,44,0
25,0,25,0
0,80,80,71
0,52,52,16
231,0,231,0
1,0,1,0
0,40,40,17
123,0,123,0
0,139,139,26
39,0,39,0
0,255,255,17
20,0,20,0
0,283,283,31
167,0,167,0
0,15,15,33
0,232,232,0
175,0,175,0
156,0,156,0
0,304,304,22
239,0,239,0
0,260,260,14
301,0,301,0
16,0,16,0
5,0,5,0
0,86,86,4
110,0,110,0
1029,0,1029,0
30,0,30,0
0,20,20,2
31,0,31,0
0,116,116,9
212,0,212,0
0,190,190,47
57,0,57,0
0,115,115,29
43,0,43,0
0,995,995,29
527,0,527,0
94,0,94,0
0,9,9,0
10,0,10,0
29,0,29,0
286,0,286,0
0,31,31,29
8,0,8,0
0,318,318,54
624,0,624,0
0,32,32,25
4,0,4,0
0,427,427,12
152,0,152,0
116,0,116,0
2,0,2,0
0,104,104,141
25,0,25,0
25,0,25,0
138,0,138,0
0,33,33,11
89,0,89,0
30,0,30,0
0,579,579,107
238,0,238,0
0,66,66,3
0,6,6,2
14,0,14,0
0,353,353,7
0,64,64,41
460,0,460,0
57,0,57,0
43,0,43,0
0,183,183,97
140,0,140,0
0,134,134,40
64,0,64,0
570,0,570,0
0,143,143,44
34,0,34,0
0,77,77,24
72,0,72,0
0,16,16,6
10,0,10,0
6,0,6,0
0,267,267,58
251,0,251,0
0,80,80,29
5,0,5,0
0,84,84,27
94,0,94,0
26,0,26,0
112,0,112,0
0,119,119,2
0,154,154,177
70,0,70,0
0,177,177,93
27,0,27,0
0,424,424,7
1699,0,1699,0
0,218,218,2
516,0,516,0
0,129,129,14
17,0,17,0
0,300,300,4
378,0,378,0
0,117,117,104
116,0,116,0
0,1158,1158,34
123,0,123,0
0,552,552,41
1,0,1,0
0,89,89,20
10,0,10,0
33,0,33,0
0,216,216,19
28,0,28,0
0,11,11,14
1132,0,1132,0
0,71,71,45
61,0,61,0
46,0,46,0
34,0,34,0
0,3,3,2
13,0,13,0
0,186,186,53
245,0,245,0
0,346,346,10
64,0,64,0
0,44,44,31
1,0,1,0
0,7,7,24
2,0,2,0
0,39,39,25
1,0,1,0
0,624,624,18
677,0,677,0
0,275,275,3
37,0,37,0
261,0,261,0
0,294,294,22
0,658,658,50
55,0,55,0
0,253,253,31
144,0,144,0
0,354,354,12
6,0,6,0
0,611,611,0
430,0,430,0
0,27,27,14
54,0,54,0
0,331,331,26
3,0,3,0
24,0,24,0
0,2021,2021,10
0,80,80,114
1996,0,1996,0
139,0,139,0
125,0,125,0
0,425,425,3
0,170,170,97
336,0,336,0
0,282,282,96
0,165,165,19
553,0,553,0
0,153,153,25
2,0,2,0
427,0,427,0
10,0,10,0
0,144,144,66
373,0,373,0
0,86,86,23
145,0,145,0
209,0,209,0
0,622,622,19
711,0,711,0
0,248,248,14
51,0,51,0
38,0,38,0
0,436,436,20
197,0,197,0
470,0,470,0
0,7,7,1
3,0,3,0
21,0,21,0
0,117,117,21
35,0,35,0
0,305,305,21
210,0,210,0
0,79,79,18
291,0,291,0
0,21,21,32
11,0,11,0
1,0,1,0
0,26,26,7
23,0,23,0
0,401,401,6
383,0,383,0
0,136,136,15
0,259,259,26
20,0,20,0
527,0,527,0
200,0,200,0
0,375,375,13
0,1589,1589,51
411,0,411,0
0,74,74,90
16,0,16,0
11,0,11,0
1,0,1,0
0,345,345,35
285,0,285,0
0,723,723,43
486,0,486,0
0,235,235,86
227,0,227,0
0,6,6,8
14,0,14,0
0,64,64,44
9,0,9,0
0,953,953,33
737,0,737,0
0,303,303,17
79,0,79,0
19,0,19,0
52,0,52,0
462,0,462,0
0,123,123,26
7,0,7,0
624,0,624,0
0,174,174,20
33,0,33,0
0,133,133,14
76,0,76,0
172,0,172,0
58,0,58,0
777,0,777,0
58,0,58,0
760,0,760,0
211,0,211,0
0,2,2,0
16,0,16,0
0,48,48,13
12,0,12,0
958,0,958,0
0,237,237,47
24,0,24,0
0,231,231,19
781,0,781,0
0,329,329,38
405,0,405,0
0,106,106,40
29,0,29,0
0,1022,1022,37
2,0,2,0
739,0,739,0
0,322,322,36
1343,0,1343,0
0,341,341,86
18,0,18,0
93,0,93,0
0,124,124,2
222,0,222,0
0,38,38,7
12,0,12,0
0,410,410,31
374,0,374,0
0,329,329,34
108,0,108,0
0,26,26,30
229,0,229,0
0,87,87,15
122,0,122,0
0,16,16,7
623,0,623,0
0,115,115,2
116,0,116,0
22,0,22,0
0,388,388,7
13,0,13,0
0,73,73,32
18,0,18,0
0,520,520,23
205,0,205,0
2,425,427,43
54,0,54,0
0,28,28,10
23,0,23,0
13,0,13,0
0,793,793,39
286,0,286,0
91,0,91,0
23,0,23,0
0,18,18,45
39,0,39,0
90,0,90,0
78,0,78,0
0,6,6,2
181,0,181,0
0,236,236,67
124,0,124,0
0,320,320,33
213,0,213,0
0,7,7,9
84,0,84,0
990,0,990,0
502,0,502,0
0,97,97,1
41,0,41,0
159,0,159,0
216,0,216,0
0,241,241,1
313,0,313,0
3,0,3,0
0,29,29,10
36,0,36,0
212,0,212,0
0,1,1,6
40,0,40,0
0,521,521,21
326,0,326,0
0,100,100,8
45,0,45,0
0,12,12,12
58,0,58,0
0,431,431,164
114,0,114,0
0,123,123,124
27,0,27,0
39,0,39,0
65,0,65,0
0,43,43,9
0,1685,1685,21
3546,0,3546,0
1897,0,1897,0
0,233,233,45
221,0,221,0
14,0,14,0
0,1031,1031,12
943,0,943,0
5,0,5,0
0,41,41,11
35,0,35,0
3,0,3,0
0,210,210,49
248,0,248,0
12,0,12,0
2,0,2,0
0,548,548,31
0,627,627,7
411,0,411,0
13,0,13,0
628,0,628,0
0,238,238,30
3,0,3,0
0,499,499,42
152,0,152,0
0,282,282,112
221,0,221,0
1,0,1,0
0,98,98,0
0,20,20,13
55,0,55,0
329,0,329,0
0,180,180,45
83,0,83,0
0,43,43,26
8,0,8,0
0,1424,1424,0
1435,0,1435,0
0,363,363,23
338,0,338,0
29,0,29,0
0,247,247,10
72,0,72,0
44,0,44,0
9,0,9,0
0,1114,1114,41
67,0,67,0
1,0,1,0
9,0,9,0
22,0,22,0
0,100,100,19
51,0,51,0
0,296,296,61
13,0,13,0
0,447,447,133
251,0,251,0
58,0,58,0
9,0,9,0
23,0,23,0
0,1097,1097,44
243,0,243,0
0,121,121,12
19,0,19,0
0,269,269,7
20,0,20,0
41,0,41,0
33,0,33,0
0,560,560,97
459,0,459,0
0,86,86,8
21,0,21,0
0,62,62,6
63,0,63,0
0,27,27,1
11,0,11,0
0,1177,1177,23
0,277,277,5
460,0,460,0
0,79,79,21
85,0,85,0
0,3741,3741,20
2684,0,2684,0
0,888,888,24
158,0,158,0
0,42,42,69
217,0,217,0
82,0,82,0
0,756,756,143
67,0,67,0
0,339,339,13
363,0,363,0
0,342,342,18
357,0,357,0
0,1218,1218,35
0,53,53,39
36,0,36,0
1,0,1,0
0,259,259,12
15,0,15,0
0,405,405,20
31,0,31,0
0,41,41,4
0,5,5,0
19,0,19,0
0,228,228,0
